index,pruid,prname,prnameFR,sdate,numconf,numprob,numdeaths,numtotal,numtoday,ratetotal
297,59,British Columbia,Colombie-Britannique,3/27/2020,725,0,14,725,0,14.3
298,48,Alberta,Alberta,3/27/2020,542,0,2,542,56,12.4
299,47,Saskatchewan,Saskatchewan,3/27/2020,104,0,0,104,9,8.86
300,46,Manitoba,Manitoba,3/27/2020,25,14,1,39,3,2.85
301,35,Ontario,Ontario,3/27/2020,993,0,18,993,135,6.82
302,24,Quebec,QuÃ©bec,3/27/2020,2021,0,18,2021,392,23.82
303,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,3/27/2020,102,0,0,102,20,19.56
304,13,New Brunswick,Nouveau-Brunswick,3/27/2020,45,0,0,45,12,5.79
305,12,Nova Scotia,Nouvelle-Ã‰cosse,3/27/2020,90,0,0,90,17,9.27
306,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,3/27/2020,11,0,0,11,2,7.01
307,60,Yukon,Yukon,3/27/2020,3,0,0,3,0,7.34
308,61,Northwest Territories,Territoires du Nord-Ouest,3/27/2020,1,0,0,1,0,2.23
309,62,Nunavut,Nunavut,3/27/2020,0,0,0,0,0,0
310,99,Repatriated travellers,Voyageurs rapatriÃ©s,3/27/2020,13,0,0,13,0,
311,1,Canada,Canada,3/27/2020,4675,14,53,4689,646,12.47
312,59,British Columbia,Colombie-Britannique,3/28/2020,884,0,16,884,159,17.43
313,48,Alberta,Alberta,3/28/2020,542,0,2,542,0,12.4
314,47,Saskatchewan,Saskatchewan,3/28/2020,134,0,0,134,30,11.41
315,46,Manitoba,Manitoba,3/28/2020,25,39,1,64,25,4.67
316,35,Ontario,Ontario,3/28/2020,993,0,18,993,0,6.82
317,24,Quebec,QuÃ©bec,3/28/2020,2498,0,22,2498,477,29.44
318,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,3/28/2020,120,0,0,120,18,23.01
319,13,New Brunswick,Nouveau-Brunswick,3/28/2020,51,0,0,51,6,6.57
320,12,Nova Scotia,Nouvelle-Ã‰cosse,3/28/2020,110,0,0,110,20,11.32
321,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,3/28/2020,11,0,0,11,0,7.01
322,60,Yukon,Yukon,3/28/2020,4,0,0,4,1,9.79
323,61,Northwest Territories,Territoires du Nord-Ouest,3/28/2020,1,0,0,1,0,2.23
324,62,Nunavut,Nunavut,3/28/2020,0,0,0,0,0,0
325,99,Repatriated travellers,Voyageurs rapatriÃ©s,3/28/2020,13,0,0,13,0,
326,1,Canada,Canada,3/28/2020,5386,39,59,5425,736,14.43
327,59,British Columbia,Colombie-Britannique,3/29/2020,884,0,17,884,0,17.43
328,48,Alberta,Alberta,3/29/2020,621,0,2,621,79,14.21
329,47,Saskatchewan,Saskatchewan,3/29/2020,134,0,0,134,0,11.41
330,46,Manitoba,Manitoba,3/29/2020,69,3,1,72,8,5.26
331,35,Ontario,Ontario,3/29/2020,1355,0,19,1355,362,9.3
332,24,Quebec,QuÃ©bec,3/29/2020,2840,0,22,2840,342,33.47
333,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,3/29/2020,135,0,0,135,15,25.88
334,13,New Brunswick,Nouveau-Brunswick,3/29/2020,66,0,0,66,15,8.5
335,12,Nova Scotia,Nouvelle-Ã‰cosse,3/29/2020,122,0,0,122,12,12.56
336,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,3/29/2020,11,0,0,11,0,7.01
337,60,Yukon,Yukon,3/29/2020,4,0,0,4,0,9.79
338,61,Northwest Territories,Territoires du Nord-Ouest,3/29/2020,1,0,0,1,0,2.23
339,62,Nunavut,Nunavut,3/29/2020,0,0,0,0,0,0
340,99,Repatriated travellers,Voyageurs rapatriÃ©s,3/29/2020,13,0,0,13,0,
341,1,Canada,Canada,3/29/2020,6255,3,61,6258,833,16.65
342,59,British Columbia,Colombie-Britannique,3/30/2020,960,0,19,960,76,18.93
343,48,Alberta,Alberta,3/30/2020,690,0,8,690,69,15.78
344,47,Saskatchewan,Saskatchewan,3/30/2020,175,0,2,175,41,14.9
345,46,Manitoba,Manitoba,3/30/2020,83,13,1,96,24,7.01
346,35,Ontario,Ontario,3/30/2020,1706,0,33,1706,351,11.71
499,13,New Brunswick,Nouveau-Brunswick,4/9/2020,111,0,0,111,3,14.29
500,12,Nova Scotia,Nouvelle-Ã‰cosse,4/9/2020,373,0,2,373,31,38.4
501,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,4/9/2020,25,0,0,25,1,15.93
502,60,Yukon,Yukon,4/9/2020,8,0,0,8,1,19.58
503,61,Northwest Territories,Territoires du Nord-Ouest,4/9/2020,5,0,0,5,0,11.15
504,62,Nunavut,Nunavut,4/9/2020,0,0,0,0,0,0
505,99,Repatriated travellers,Voyageurs rapatriÃ©s,4/9/2020,13,0,0,13,0,
506,1,Canada,Canada,4/9/2020,20748,17,509,20765,1476,55.24
507,59,British Columbia,Colombie-Britannique,4/10/2020,1410,0,55,1410,40,27.8
508,48,Alberta,Alberta,4/10/2020,1500,0,39,1500,49,34.31
509,47,Saskatchewan,Saskatchewan,4/10/2020,285,0,3,285,7,24.27
510,46,Manitoba,Manitoba,4/10/2020,215,15,4,230,6,16.79
511,35,Ontario,Ontario,4/10/2020,6237,0,222,6237,478,42.82
512,24,Quebec,QuÃ©bec,4/10/2020,11677,0,241,11677,765,137.62
513,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,4/10/2020,239,0,3,239,3,45.83
514,13,New Brunswick,Nouveau-Brunswick,4/10/2020,112,0,0,112,1,14.42
515,12,Nova Scotia,Nouvelle-Ã‰cosse,4/10/2020,407,0,2,407,34,41.9
516,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,4/10/2020,25,0,0,25,0,15.93
517,60,Yukon,Yukon,4/10/2020,8,0,0,8,0,19.58
518,61,Northwest Territories,Territoires du Nord-Ouest,4/10/2020,5,0,0,5,0,11.15
519,62,Nunavut,Nunavut,4/10/2020,0,0,0,0,0,0
520,99,Repatriated travellers,Voyageurs rapatriÃ©s,4/10/2020,13,0,,13,0,
521,1,Canada,Canada,4/10/2020,22133,15,569,22148,1383,58.92
522,59,British Columbia,Colombie-Britannique,4/11/2020,1445,0,58,1445,35,28.49
523,48,Alberta,Alberta,4/11/2020,1569,0,40,1569,69,35.89
524,47,Saskatchewan,Saskatchewan,4/11/2020,289,0,4,289,4,24.61
525,46,Manitoba,Manitoba,4/11/2020,226,17,4,243,13,17.74
526,35,Ontario,Ontario,4/11/2020,6648,0,253,6648,411,45.64
527,24,Quebec,QuÃ©bec,4/11/2020,12292,0,289,12292,615,144.87
528,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,4/11/2020,241,0,3,241,2,46.21
529,13,New Brunswick,Nouveau-Brunswick,4/11/2020,112,0,0,112,0,14.42
530,12,Nova Scotia,Nouvelle-Ã‰cosse,4/11/2020,428,0,2,428,21,44.06
531,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,4/11/2020,25,0,0,25,0,15.93
532,60,Yukon,Yukon,4/11/2020,8,0,0,8,0,19.58
533,61,Northwest Territories,Territoires du Nord-Ouest,4/11/2020,5,0,0,5,0,11.15
534,62,Nunavut,Nunavut,4/11/2020,0,0,0,0,0,0
535,99,Repatriated travellers,Voyageurs rapatriÃ©s,4/11/2020,13,0,,13,0,
536,1,Canada,Canada,4/11/2020,23301,17,653,23318,1170,62.03
385,99,Repatriated travellers,Voyageurs rapatriÃ©s,4/1/2020,13,0,0,13,0,
386,1,Canada,Canada,4/1/2020,9595,18,109,9613,1065,25.57
387,59,British Columbia,Colombie-Britannique,4/2/2020,1121,0,31,1121,55,22.1
388,48,Alberta,Alberta,4/2/2020,968,0,13,968,214,22.14
389,47,Saskatchewan,Saskatchewan,4/2/2020,206,0,3,206,13,17.54
390,46,Manitoba,Manitoba,4/2/2020,152,15,1,167,40,12.19
391,35,Ontario,Ontario,4/2/2020,2793,0,53,2793,401,19.17
392,24,Quebec,QuÃ©bec,4/2/2020,5518,0,36,5518,907,65.03
393,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,4/2/2020,183,0,1,183,8,35.09
394,13,New Brunswick,Nouveau-Brunswick,4/2/2020,91,0,0,91,10,11.71
395,12,Nova Scotia,Nouvelle-Ã‰cosse,4/2/2020,193,0,0,193,20,19.87
396,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,4/2/2020,22,0,0,22,1,14.02
397,60,Yukon,Yukon,4/2/2020,6,0,0,6,1,14.69
398,61,Northwest Territories,Territoires du Nord-Ouest,4/2/2020,2,0,0,2,0,4.46
399,62,Nunavut,Nunavut,4/2/2020,0,0,0,0,0,0
400,99,Repatriated travellers,Voyageurs rapatriÃ©s,4/2/2020,13,0,0,13,0,
401,1,Canada,Canada,4/2/2020,11268,15,138,11283,1670,30.02
402,59,British Columbia,Colombie-Britannique,4/3/2020,1174,0,35,1174,53,23.15
403,48,Alberta,Alberta,4/3/2020,1075,0,18,1075,107,24.59
404,47,Saskatchewan,Saskatchewan,4/3/2020,220,0,3,220,14,18.73
405,46,Manitoba,Manitoba,4/3/2020,164,18,2,182,15,13.29
406,35,Ontario,Ontario,4/3/2020,3255,0,67,3255,462,22.35
407,24,Quebec,QuÃ©bec,4/3/2020,6101,0,61,6101,583,71.9
408,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,4/3/2020,183,0,1,183,0,35.09
409,13,New Brunswick,Nouveau-Brunswick,4/3/2020,95,0,0,95,4,12.23
410,12,Nova Scotia,Nouvelle-Ã‰cosse,4/3/2020,207,0,0,207,14,21.31
411,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,4/3/2020,22,0,0,22,0,14.02
412,60,Yukon,Yukon,4/3/2020,6,0,0,6,0,14.69
413,61,Northwest Territories,Territoires du Nord-Ouest,4/3/2020,4,0,0,4,2,8.92
414,62,Nunavut,Nunavut,4/3/2020,0,0,0,0,0,0
415,99,Repatriated travellers,Voyageurs rapatriÃ©s,4/3/2020,13,0,0,13,0,
416,1,Canada,Canada,4/3/2020,12519,18,187,12537,1254,33.35
417,59,British Columbia,Colombie-Britannique,4/4/2020,1203,0,38,1203,29,23.72
418,48,Alberta,Alberta,4/4/2020,1075,0,18,1075,0,24.59
419,47,Saskatchewan,Saskatchewan,4/4/2020,231,0,3,231,11,19.67
420,46,Manitoba,Manitoba,4/4/2020,172,22,2,194,12,14.17
421,35,Ontario,Ontario,4/4/2020,3630,0,94,3630,375,24.92
422,24,Quebec,QuÃ©bec,4/4/2020,6997,0,75,6997,896,82.46
423,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,4/4/2020,195,0,1,195,12,37.39
424,13,New Brunswick,Nouveau-Brunswick,4/4/2020,98,0,0,98,3,12.62
425,12,Nova Scotia,Nouvelle-Ã‰cosse,4/4/2020,236,0,0,236,29,24.29
426,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,4/4/2020,22,0,0,22,0,14.02
427,60,Yukon,Yukon,4/4/2020,6,0,0,6,0,14.69
428,61,Northwest Territories,Territoires du Nord-Ouest,4/4/2020,4,0,0,4,0,8.92
429,62,Nunavut,Nunavut,4/4/2020,0,0,0,0,0,0
430,99,Repatriated travellers,Voyageurs rapatriÃ©s,4/4/2020,13,0,0,13,0,
431,1,Canada,Canada,4/4/2020,13882,22,231,13904,1367,36.99
432,59,British Columbia,Colombie-Britannique,4/5/2020,1203,0,38,1203,0,23.72
433,48,Alberta,Alberta,4/5/2020,1250,0,23,1250,175,28.6
434,47,Saskatchewan,Saskatchewan,4/5/2020,249,0,3,249,18,21.2
435,46,Manitoba,Manitoba,4/5/2020,187,16,2,203,9,14.82
436,35,Ontario,Ontario,4/5/2020,4038,0,119,4038,408,27.72
437,24,Quebec,QuÃ©bec,4/5/2020,7944,0,94,7944,947,93.62
438,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,4/5/2020,217,0,1,217,22,41.61
439,13,New Brunswick,Nouveau-Brunswick,4/5/2020,101,0,0,101,3,13
440,12,Nova Scotia,Nouvelle-Ã‰cosse,4/5/2020,262,0,0,262,26,26.97
441,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,4/5/2020,22,0,0,22,0,14.02
442,60,Yukon,Yukon,4/5/2020,6,0,0,6,0,14.69
443,61,Northwest Territories,Territoires du Nord-Ouest,4/5/2020,4,0,0,4,0,8.92
444,62,Nunavut,Nunavut,4/5/2020,0,0,0,0,0,0
445,99,Repatriated travellers,Voyageurs rapatriÃ©s,4/5/2020,13,0,0,13,0,
446,1,Canada,Canada,4/5/2020,15496,16,280,15512,1608,41.27
447,59,British Columbia,Colombie-Britannique,4/6/2020,1266,0,39,1266,63,24.96
448,48,Alberta,Alberta,4/6/2020,1348,0,24,1348,98,30.84
449,47,Saskatchewan,Saskatchewan,4/6/2020,253,0,3,253,4,21.54
450,46,Manitoba,Manitoba,4/6/2020,190,14,2,204,1,14.9
451,35,Ontario,Ontario,4/6/2020,4347,0,132,4347,309,29.84
452,24,Quebec,QuÃ©bec,4/6/2020,8580,0,121,8580,636,101.12
453,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,4/6/2020,226,0,2,226,9,43.33
454,13,New Brunswick,Nouveau-Brunswick,4/6/2020,103,0,0,103,2,13.26
455,12,Nova Scotia,Nouvelle-Ã‰cosse,4/6/2020,293,0,0,293,31,30.16
456,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,4/6/2020,22,0,0,22,0,14.02
457,60,Yukon,Yukon,4/6/2020,7,0,0,7,1,17.13
458,61,Northwest Territories,Territoires du Nord-Ouest,4/6/2020,5,0,0,5,1,11.15
459,62,Nunavut,Nunavut,4/6/2020,0,0,0,0,0,0
460,99,Repatriated travellers,Voyageurs rapatriÃ©s,4/6/2020,13,0,0,13,0,
461,1,Canada,Canada,4/6/2020,16653,14,323,16667,1155,44.34
462,59,British Columbia,Colombie-Britannique,4/7/2020,1291,0,43,1291,25,25.46
463,48,Alberta,Alberta,4/7/2020,1373,0,26,1373,25,31.41
464,47,Saskatchewan,Saskatchewan,4/7/2020,260,0,3,260,7,22.14
465,46,Manitoba,Manitoba,4/7/2020,203,14,3,217,13,15.85
466,35,Ontario,Ontario,4/7/2020,4726,0,153,4726,379,32.44
467,24,Quebec,QuÃ©bec,4/7/2020,9340,0,150,9340,760,110.08
468,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,4/7/2020,228,0,2,228,2,43.72
469,13,New Brunswick,Nouveau-Brunswick,4/7/2020,105,0,0,105,2,13.52
470,12,Nova Scotia,Nouvelle-Ã‰cosse,4/7/2020,310,0,0,310,17,31.91
471,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,4/7/2020,22,0,0,22,0,14.02
472,60,Yukon,Yukon,4/7/2020,7,0,0,7,0,17.13
473,61,Northwest Territories,Territoires du Nord-Ouest,4/7/2020,5,0,0,5,0,11.15
474,62,Nunavut,Nunavut,4/7/2020,0,0,0,0,0,0
475,99,Repatriated travellers,Voyageurs rapatriÃ©s,4/7/2020,13,0,0,13,0,
476,1,Canada,Canada,4/7/2020,17883,14,380,17897,1230,47.61
477,59,British Columbia,Colombie-Britannique,4/8/2020,1336,0,48,1336,45,26.34
478,48,Alberta,Alberta,4/8/2020,1423,0,29,1423,50,32.55
479,47,Saskatchewan,Saskatchewan,4/8/2020,271,0,3,271,11,23.07
480,46,Manitoba,Manitoba,4/8/2020,206,15,3,221,4,16.14
481,35,Ontario,Ontario,4/8/2020,5276,0,174,5276,550,36.22
482,24,Quebec,QuÃ©bec,4/8/2020,10031,0,175,10031,691,118.22
483,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,4/8/2020,232,0,2,232,4,44.48
484,13,New Brunswick,Nouveau-Brunswick,4/8/2020,108,0,0,108,3,13.9
485,12,Nova Scotia,Nouvelle-Ã‰cosse,4/8/2020,342,0,1,342,32,35.21
486,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,4/8/2020,24,0,0,24,2,15.29
487,60,Yukon,Yukon,4/8/2020,7,0,0,7,0,17.13
488,61,Northwest Territories,Territoires du Nord-Ouest,4/8/2020,5,0,0,5,0,11.15
489,62,Nunavut,Nunavut,4/8/2020,0,0,0,0,0,0
490,99,Repatriated travellers,Voyageurs rapatriÃ©s,4/8/2020,13,0,0,13,0,
491,1,Canada,Canada,4/8/2020,19274,15,435,19289,1392,51.32
492,59,British Columbia,Colombie-Britannique,4/9/2020,1370,0,50,1370,34,27.01
493,48,Alberta,Alberta,4/9/2020,1451,0,32,1451,28,33.19
494,47,Saskatchewan,Saskatchewan,4/9/2020,278,0,3,278,7,23.67
495,46,Manitoba,Manitoba,4/9/2020,207,17,3,224,3,16.36
496,35,Ontario,Ontario,4/9/2020,5759,0,200,5759,483,39.54
497,24,Quebec,QuÃ©bec,4/9/2020,10912,0,216,10912,881,128.6
498,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,4/9/2020,236,0,3,236,4,45.25
537,59,British Columbia,Colombie-Britannique,4/12/2020,1445,0,58,1445,0,28.49
538,48,Alberta,Alberta,4/12/2020,1651,0,44,1651,82,37.77
539,47,Saskatchewan,Saskatchewan,4/12/2020,296,2,4,298,9,25.37
540,46,Manitoba,Manitoba,4/12/2020,226,16,4,242,-1,17.67
541,35,Ontario,Ontario,4/12/2020,7049,0,274,7049,401,48.39
542,24,Quebec,QuÃ©bec,4/12/2020,12846,0,328,12846,554,151.4
543,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,4/12/2020,242,0,3,242,1,46.4
544,13,New Brunswick,Nouveau-Brunswick,4/12/2020,114,0,0,114,2,14.68
545,12,Nova Scotia,Nouvelle-Ã‰cosse,4/12/2020,445,0,2,445,17,45.81
546,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,4/12/2020,25,0,0,25,0,15.93
547,60,Yukon,Yukon,4/12/2020,8,0,0,8,0,19.58
548,61,Northwest Territories,Territoires du Nord-Ouest,4/12/2020,5,0,0,5,0,11.15
549,62,Nunavut,Nunavut,4/12/2020,0,0,0,0,0,0
550,99,Repatriated travellers,Voyageurs rapatriÃ©s,4/12/2020,13,0,,13,0,
551,1,Canada,Canada,4/12/2020,24365,18,717,24383,1065,64.87
552,59,British Columbia,Colombie-Britannique,4/13/2020,1490,0,69,1490,45,29.38
553,48,Alberta,Alberta,4/13/2020,1732,0,46,1732,81,39.62
554,47,Saskatchewan,Saskatchewan,4/13/2020,300,0,4,300,2,25.54
555,46,Manitoba,Manitoba,4/13/2020,229,17,4,246,4,17.96
632,24,Quebec,QuÃ©bec,4/18/2020,17521,0,805,17521,723,206.49
633,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,4/18/2020,257,0,3,257,1,49.28
634,13,New Brunswick,Nouveau-Brunswick,4/18/2020,118,0,0,118,1,15.19
635,12,Nova Scotia,Nouvelle-Ã‰cosse,4/18/2020,649,0,7,649,43,66.81
636,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,4/18/2020,26,0,0,26,0,16.57
637,60,Yukon,Yukon,4/18/2020,9,0,0,9,0,22.03
638,61,Northwest Territories,Territoires du Nord-Ouest,4/18/2020,5,0,0,5,0,11.15
639,62,Nunavut,Nunavut,4/18/2020,0,0,0,0,0,0
640,99,Repatriated travellers,Voyageurs rapatriÃ©s,4/18/2020,13,0,,13,0,
641,1,Canada,Canada,4/18/2020,33341,13,1467,33354,1470,88.73
642,59,British Columbia,Colombie-Britannique,4/19/2020,1618,0,78,1618,0,31.9
643,48,Alberta,Alberta,4/19/2020,2562,0,51,2562,0,58.61
644,47,Saskatchewan,Saskatchewan,4/19/2020,314,1,4,315,2,26.82
645,46,Manitoba,Manitoba,4/19/2020,245,8,5,253,0,18.47
646,35,Ontario,Ontario,4/19/2020,10578,0,553,10578,568,72.62
647,24,Quebec,QuÃ©bec,4/19/2020,18357,0,877,18357,836,216.35
648,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,4/19/2020,257,0,3,257,0,49.28
649,13,New Brunswick,Nouveau-Brunswick,4/19/2020,118,0,0,118,0,15.19
650,12,Nova Scotia,Nouvelle-Ã‰cosse,4/19/2020,675,0,9,675,26,69.49
651,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,4/19/2020,26,0,0,26,0,16.57
652,60,Yukon,Yukon,4/19/2020,9,0,0,9,0,22.03
653,61,Northwest Territories,Territoires du Nord-Ouest,4/19/2020,5,0,0,5,0,11.15
654,62,Nunavut,Nunavut,4/19/2020,0,0,0,0,0,0
655,99,Repatriated travellers,Voyageurs rapatriÃ©s,4/19/2020,13,0,,13,0,
656,1,Canada,Canada,4/19/2020,34777,9,1580,34786,1432,92.54
657,59,British Columbia,Colombie-Britannique,4/20/2020,1699,0,86,1699,81,33.5
658,48,Alberta,Alberta,4/20/2020,2908,0,59,2908,346,66.52
659,47,Saskatchewan,Saskatchewan,4/20/2020,316,0,4,316,1,26.91
660,46,Manitoba,Manitoba,4/20/2020,246,8,6,254,1,18.55
661,35,Ontario,Ontario,4/20/2020,11184,0,584,11184,606,76.78
662,24,Quebec,QuÃ©bec,4/20/2020,19319,0,939,19319,962,227.69
663,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,4/20/2020,257,0,3,257,0,49.28
664,13,New Brunswick,Nouveau-Brunswick,4/20/2020,118,0,0,118,0,15.19
665,12,Nova Scotia,Nouvelle-Ã‰cosse,4/20/2020,721,0,9,721,46,74.22
666,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,4/20/2020,26,0,0,26,0,16.57
667,60,Yukon,Yukon,4/20/2020,11,0,0,11,2,26.93
668,61,Northwest Territories,Territoires du Nord-Ouest,4/20/2020,5,0,0,5,0,11.15
669,62,Nunavut,Nunavut,4/20/2020,0,0,0,0,0,0
556,35,Ontario,Ontario,4/13/2020,7470,0,291,7470,421,51.28
557,24,Quebec,QuÃ©bec,4/13/2020,13557,0,360,13557,711,159.78
558,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,4/13/2020,244,0,3,244,2,46.78
559,13,New Brunswick,Nouveau-Brunswick,4/13/2020,116,0,0,116,2,14.93
560,12,Nova Scotia,Nouvelle-Ã‰cosse,4/13/2020,474,0,3,474,29,48.8
561,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,4/13/2020,25,0,0,25,0,15.93
562,60,Yukon,Yukon,4/13/2020,8,0,0,8,0,19.58
563,61,Northwest Territories,Territoires du Nord-Ouest,4/13/2020,5,0,0,5,0,11.15
564,62,Nunavut,Nunavut,4/13/2020,0,0,0,0,0,0
565,99,Repatriated travellers,Voyageurs rapatriÃ©s,4/13/2020,13,0,,13,0,
566,1,Canada,Canada,4/13/2020,25663,17,780,25680,1297,68.32
567,59,British Columbia,Colombie-Britannique,4/14/2020,1517,0,72,1517,27,29.91
568,48,Alberta,Alberta,4/14/2020,1870,0,48,1870,138,42.78
569,47,Saskatchewan,Saskatchewan,4/14/2020,301,0,4,301,1,25.63
570,46,Manitoba,Manitoba,4/14/2020,229,17,4,246,0,17.96
571,35,Ontario,Ontario,4/14/2020,7953,0,334,7953,483,54.6
572,24,Quebec,QuÃ©bec,4/14/2020,14248,0,435,14248,691,167.92
573,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,4/14/2020,244,0,3,244,0,46.78
574,13,New Brunswick,Nouveau-Brunswick,4/14/2020,116,0,0,116,0,14.93
575,12,Nova Scotia,Nouvelle-Ã‰cosse,4/14/2020,517,0,3,517,43,53.22
576,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,4/14/2020,25,0,0,25,0,15.93
577,60,Yukon,Yukon,4/14/2020,8,0,0,8,0,19.58
578,61,Northwest Territories,Territoires du Nord-Ouest,4/14/2020,5,0,0,5,0,11.15
579,62,Nunavut,Nunavut,4/14/2020,0,0,0,0,0,0
580,99,Repatriated travellers,Voyageurs rapatriÃ©s,4/14/2020,13,0,,13,0,
581,1,Canada,Canada,4/14/2020,27046,17,903,27063,1383,72
582,59,British Columbia,Colombie-Britannique,4/15/2020,1561,0,75,1561,44,30.78
583,48,Alberta,Alberta,4/15/2020,1996,0,48,1996,126,45.66
584,47,Saskatchewan,Saskatchewan,4/15/2020,304,0,4,304,3,25.88
585,46,Manitoba,Manitoba,4/15/2020,231,17,5,246,0,17.96
586,35,Ontario,Ontario,4/15/2020,8447,0,385,8447,494,57.99
587,24,Quebec,QuÃ©bec,4/15/2020,14860,0,487,14860,612,175.13
588,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,4/15/2020,247,0,3,247,3,47.36
589,13,New Brunswick,Nouveau-Brunswick,4/15/2020,117,0,0,117,1,15.06
590,12,Nova Scotia,Nouvelle-Ã‰cosse,4/15/2020,549,0,3,549,32,56.52
591,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,4/15/2020,26,0,0,26,1,16.57
592,60,Yukon,Yukon,4/15/2020,8,0,0,8,0,19.58
593,61,Northwest Territories,Territoires du Nord-Ouest,4/15/2020,5,0,0,5,0,11.15
594,62,Nunavut,Nunavut,4/15/2020,0,0,0,0,0,0
595,99,Repatriated travellers,Voyageurs rapatriÃ©s,4/15/2020,13,0,,13,0,
596,1,Canada,Canada,4/15/2020,28364,17,1010,28381,1318,75.5
597,59,British Columbia,Colombie-Britannique,4/16/2020,1561,0,75,1561,0,30.78
598,48,Alberta,Alberta,4/16/2020,2158,0,50,2158,162,49.37
599,47,Saskatchewan,Saskatchewan,4/16/2020,305,0,4,305,1,25.97
600,46,Manitoba,Manitoba,4/16/2020,239,11,5,250,4,18.26
601,35,Ontario,Ontario,4/16/2020,8961,0,423,8961,514,61.52
602,24,Quebec,QuÃ©bec,4/16/2020,15857,0,630,15857,997,186.88
603,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,4/16/2020,252,0,3,252,5,48.32
604,13,New Brunswick,Nouveau-Brunswick,4/16/2020,117,0,0,117,0,15.06
605,12,Nova Scotia,Nouvelle-Ã‰cosse,4/16/2020,579,0,3,579,30,59.61
606,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,4/16/2020,26,0,0,26,0,16.57
607,60,Yukon,Yukon,4/16/2020,8,0,0,8,0,19.58
608,61,Northwest Territories,Territoires du Nord-Ouest,4/16/2020,5,0,0,5,0,11.15
609,62,Nunavut,Nunavut,4/16/2020,0,0,0,0,0,0
610,99,Repatriated travellers,Voyageurs rapatriÃ©s,4/16/2020,13,0,,13,0,
611,1,Canada,Canada,4/16/2020,30081,11,1193,30092,1711,80.05
612,59,British Columbia,Colombie-Britannique,4/17/2020,1575,0,77,1575,14,31.06
613,48,Alberta,Alberta,4/17/2020,2397,0,50,2397,239,54.83
614,47,Saskatchewan,Saskatchewan,4/17/2020,306,1,4,307,2,26.14
615,46,Manitoba,Manitoba,4/17/2020,239,11,5,250,0,18.26
616,35,Ontario,Ontario,4/17/2020,9525,0,478,9525,564,65.39
617,24,Quebec,QuÃ©bec,4/17/2020,16798,0,688,16798,941,197.97
618,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,4/17/2020,256,0,3,256,4,49.09
619,13,New Brunswick,Nouveau-Brunswick,4/17/2020,117,0,0,117,0,15.06
620,12,Nova Scotia,Nouvelle-Ã‰cosse,4/17/2020,606,0,4,606,27,62.38
621,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,4/17/2020,26,0,0,26,0,16.57
622,60,Yukon,Yukon,4/17/2020,9,0,0,9,1,22.03
623,61,Northwest Territories,Territoires du Nord-Ouest,4/17/2020,5,0,0,5,0,11.15
624,62,Nunavut,Nunavut,4/17/2020,0,0,0,0,0,0
625,99,Repatriated travellers,Voyageurs rapatriÃ©s,4/17/2020,13,0,,13,0,
